Barcodename	Run	Country	Site_old	Site	Species	Processingdays	Fraction	Sampletype	Replicate	Experiment	Soiltype	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	included	latitude	longitude	bac_obs	fun_obs
tub3.Root.1S.XXX.Y1	B5-34	3	Germany	Tub3	GE4	At	1	Root	Single	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	73
tub3.Root.2P.XXX.Y1	B5-39	3	Germany	Tub3	GE4	At	1	Root	Pooled	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	63	100
tub3.Root.2P.XXX.Y2	B5-17	11	Germany	Tub3	GE4	At	1	Root	Pooled	2	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	65	16
tub3.Root.2P.XXX.Y3	B5-30	14	Germany	Tub3	GE4	At	1	Root	Pooled	2	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	315	174
tub3.Root.2S.XXX.Y1	B5-35	3	Germany	Tub3	GE4	At	1	Root	Single	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	0
tub3.Root.3P.XXX.Y1	B5-40	3	Germany	Tub3	GE4	At	1	Root	Pooled	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	60	112
tub3.Root.3P.XXX.Y2	B5-18	11	Germany	Tub3	GE4	At	1	Root	Pooled	3	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	34	0
tub3.Root.3P.XXX.Y3	B5-31	14	Germany	Tub3	GE4	At	1	Root	Pooled	3	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	339	84
tub3.Root.3S.XXX.Y1	B5-36	3	Germany	Tub3	GE4	At	1	Root	Single	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	150
tub3.Root.4P.XXX.Y1	B5-41	3	Germany	Tub3	GE4	At	1	Root	Pooled	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	40	53
tub3.Root.4P.XXX.Y2	B5-19	11	Germany	Tub3	GE4	At	1	Root	Pooled	4	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	47	19
tub3.Root.4P.XXX.Y3	B5-32	14	Germany	Tub3	GE4	At	1	Root	Pooled	4	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	340	104
tub3.Root.4S.XXX.Y1	B5-37	3	Germany	Tub3	GE4	At	1	Root	Single	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	46	143
tub3.Root.N1.XXX.Y1	B5-42	3	Germany	Tub3	GE4	Neighbor	1	Root	Neighbor	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	104	57
tub3.Root.N1.XXX.Y2	B5-20	11	Germany	Tub3	GE4	Neighbor	1	Root	Neighbor	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	118	48
tub3.Root.N2.XXX.Y1	B5-43	3	Germany	Tub3	GE4	Neighbor	1	Root	Neighbor	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	87	32
tub3.Root.N3.XXX.Y1	B5-44	3	Germany	Tub3	GE4	Neighbor	1	Root	Neighbor	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	105	58
tub3.RP.1P.XXX.Y1	B5-16	3	Germany	Tub3	GE4	At	1	RP	Pooled	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	304	110
tub3.RP.1P.XXX.Y2	B5-6	11	Germany	Tub3	GE4	At	1	RP	Pooled	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	223	0
tub3.RP.1P.XXX.Y3	B5-21	14	Germany	Tub3	GE4	At	1	RP	Pooled	1	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	303	0
tub3.RP.1S.XXX.Y1	B5-12	3	Germany	Tub3	GE4	At	1	RP	Single	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	7	0
tub3.RP.2P.XXX.Y2	B5-7	11	Germany	Tub3	GE4	At	1	RP	Pooled	2	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	181	0
tub3.RP.2P.XXX.Y3	B5-22	14	Germany	Tub3	GE4	At	1	RP	Pooled	2	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	300	134
tub3.RP.2S.XXX.Y1	B5-13	3	Germany	Tub3	GE4	At	1	RP	Single	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	183	102
tub3.RP.3P.XXX.Y1	B5-18	3	Germany	Tub3	GE4	At	1	RP	Pooled	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	88
tub3.RP.3P.XXX.Y2	B5-8	11	Germany	Tub3	GE4	At	1	RP	Pooled	3	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	183	0
tub3.RP.3P.XXX.Y3	B5-23	14	Germany	Tub3	GE4	At	1	RP	Pooled	3	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	326	0
tub3.RP.3S.XXX.Y1	B5-14	3	Germany	Tub3	GE4	At	1	RP	Single	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	0
tub3.RP.4P.XXX.Y1	B5-19	3	Germany	Tub3	GE4	At	1	RP	Pooled	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	285	165
tub3.RP.4P.XXX.Y2	B5-9	11	Germany	Tub3	GE4	At	1	RP	Pooled	4	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	180	0
tub3.RP.4P.XXX.Y3	B5-24	14	Germany	Tub3	GE4	At	1	RP	Pooled	4	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	362	0
tub3.RP.4S.XXX.Y1	B5-15	3	Germany	Tub3	GE4	At	1	RP	Single	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	193
tub3.RP.N1.XXX.Y1	B5-20	3	Germany	Tub3	GE4	Neighbor	1	RP	Neighbor	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	316	221
tub3.RP.N1.XXX.Y2	B5-10	11	Germany	Tub3	GE4	Neighbor	1	RP	Neighbor	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	356	0
tub3.RP.N2.XXX.Y1	B5-21	3	Germany	Tub3	GE4	Neighbor	1	RP	Neighbor	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	334	190
tub3.RP.N3.XXX.Y1	B5-22	3	Germany	Tub3	GE4	Neighbor	1	RP	Neighbor	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	381	226
tub3.RS.1P.XXX.Y1	B5-27	3	Germany	Tub3	GE4	At	1	RS	Pooled	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	456	250
tub3.RS.1P.XXX.Y2	B5-11	11	Germany	Tub3	GE4	At	1	RS	Pooled	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	440	155
tub3.RS.1P.XXX.Y3	B5-25	14	Germany	Tub3	GE4	At	1	RS	Pooled	1	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	263
tub3.RS.1S.XXX.Y1	B5-23	3	Germany	Tub3	GE4	At	1	RS	Single	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	408	218
tub3.RS.2P.XXX.Y1	B5-28	3	Germany	Tub3	GE4	At	1	RS	Pooled	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	463	302
tub3.RS.2P.XXX.Y2	B5-12	11	Germany	Tub3	GE4	At	1	RS	Pooled	2	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	431	148
tub3.RS.2P.XXX.Y3	B5-26	14	Germany	Tub3	GE4	At	1	RS	Pooled	2	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	425	294
tub3.RS.2S.XXX.Y1	B5-24	3	Germany	Tub3	GE4	At	1	RS	Single	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	448	184
tub3.RS.3P.XXX.Y1	B5-29	3	Germany	Tub3	GE4	At	1	RS	Pooled	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	489	276
tub3.RS.3P.XXX.Y2	B5-13	11	Germany	Tub3	GE4	At	1	RS	Pooled	3	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	424	108
tub3.RS.3P.XXX.Y3	B5-27	14	Germany	Tub3	GE4	At	1	RS	Pooled	3	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	460	296
tub3.RS.3S.XXX.Y1	B5-25	3	Germany	Tub3	GE4	At	1	RS	Single	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	405	221
tub3.RS.4P.XXX.Y1	B5-30	3	Germany	Tub3	GE4	At	1	RS	Pooled	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	454	264
tub3.RS.4P.XXX.Y2	B5-14	11	Germany	Tub3	GE4	At	1	RS	Pooled	4	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	429	139
tub3.RS.4P.XXX.Y3	B5-28	14	Germany	Tub3	GE4	At	1	RS	Pooled	4	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	445	233
tub3.RS.4S.XXX.Y1	B5-26	3	Germany	Tub3	GE4	At	1	RS	Single	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	262
tub3.RS.N1.XXX.Y1	B5-31	3	Germany	Tub3	GE4	Neighbor	1	RS	Neighbor	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	446	227
tub3.RS.N1.XXX.Y2	B5-15	11	Germany	Tub3	GE4	Neighbor	1	RS	Neighbor	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	447	98
tub3.RS.N2.XXX.Y1	B5-32	3	Germany	Tub3	GE4	Neighbor	1	RS	Neighbor	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	403	246
tub3.RS.N3.XXX.Y1	B5-33	3	Germany	Tub3	GE4	Neighbor	1	RS	Neighbor	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	452	241
tub3.Soil.1P.XXX.Y1	B5-5	3	Germany	Tub3	GE4	At	1	Soil	Pooled	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	458	245
tub3.Soil.1P.XXX.Y2	B5-1	11	Germany	Tub3	GE4	At	1	Soil	Pooled	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	448	142
tub3.Soil.1P.XXX.Y3	B5-17	14	Germany	Tub3	GE4	At	1	Soil	Pooled	1	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	442	267
tub3.Soil.1S.XXX.Y1	B5-1	3	Germany	Tub3	GE4	At	1	Soil	Single	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	403	249
tub3.Soil.2P.XXX.Y1	B5-6	3	Germany	Tub3	GE4	At	1	Soil	Pooled	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	460	325
tub3.Soil.2P.XXX.Y2	B5-2	11	Germany	Tub3	GE4	At	1	Soil	Pooled	2	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	483	190
tub3.Soil.2P.XXX.Y3	B5-18	14	Germany	Tub3	GE4	At	1	Soil	Pooled	2	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	403	274
tub3.Soil.2S.XXX.Y1	B5-2	3	Germany	Tub3	GE4	At	1	Soil	Single	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	424	107
tub3.Soil.3P.XXX.Y1	B5-7	3	Germany	Tub3	GE4	At	1	Soil	Pooled	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	457	296
tub3.Soil.3P.XXX.Y2	B5-3	11	Germany	Tub3	GE4	At	1	Soil	Pooled	3	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	433	111
tub3.Soil.3P.XXX.Y3	B5-19	14	Germany	Tub3	GE4	At	1	Soil	Pooled	3	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	435	301
tub3.Soil.3S.XXX.Y1	B5-3	3	Germany	Tub3	GE4	At	1	Soil	Single	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	435	303
tub3.Soil.4P.XXX.Y1	B5-8	3	Germany	Tub3	GE4	At	1	Soil	Pooled	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	457	308
tub3.Soil.4P.XXX.Y2	B5-4	11	Germany	Tub3	GE4	At	1	Soil	Pooled	4	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	430	135
tub3.Soil.4P.XXX.Y3	B5-20	14	Germany	Tub3	GE4	At	1	Soil	Pooled	4	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	447	271
tub3.Soil.4S.XXX.Y1	B5-4	3	Germany	Tub3	GE4	At	1	Soil	Single	4	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	429	237
tub3.Soil.N1.XXX.Y1	B5-9	3	Germany	Tub3	GE4	Neighbor	1	Soil	Neighbor	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	451	271
tub3.Soil.N1.XXX.Y2	B5-5	11	Germany	Tub3	GE4	Neighbor	1	Soil	Neighbor	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	462	154
tub3.Soil.N2.XXX.Y1	B5-10	3	Germany	Tub3	GE4	Neighbor	1	Soil	Neighbor	2	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	444	235
tub3.Soil.N3.XXX.Y1	B5-11	3	Germany	Tub3	GE4	Neighbor	1	Soil	Neighbor	3	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	461	268
tub4.Root.1P.XXX.Y1	B5-83	1	Germany	Tub4	GE5	At	2	Root	Pooled	1	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	169	37
tub4.Root.1P.XXX.Y2	B5-74	12	Germany	Tub4	GE5	At	1	Root	Pooled	1	Second	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	117	0
tub4.Root.1P.XXX.Y3	B5-45	14	Germany	Tub4	GE5	At	1	Root	Pooled	1	Third	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	339	170
tub4.Root.1S.XXX.Y1	B5-79	1	Germany	Tub4	GE5	At	2	Root	Single	1	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	86	17
tub4.Root.2P.XXX.Y1	B5-84	1	Germany	Tub4	GE5	At	2	Root	Pooled	2	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	225	50
tub4.Root.2P.XXX.Y2	B5-75	12	Germany	Tub4	GE5	At	1	Root	Pooled	2	Second	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	123	0
tub4.Root.2P.XXX.Y3	B5-46	14	Germany	Tub4	GE5	At	1	Root	Pooled	2	Third	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	306	109
tub4.Root.2S.XXX.Y1	B5-80	1	Germany	Tub4	GE5	At	2	Root	Single	2	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	271	41
tub4.Root.3P.XXX.Y1	B5-85	1	Germany	Tub4	GE5	At	2	Root	Pooled	3	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	323	89
tub4.Root.3P.XXX.Y2	B5-76	12	Germany	Tub4	GE5	At	1	Root	Pooled	3	Second	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	103	27
tub4.Root.3P.XXX.Y3	B5-47	14	Germany	Tub4	GE5	At	1	Root	Pooled	3	Third	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	239	0
tub4.Root.3S.XXX.Y1	B5-81	1	Germany	Tub4	GE5	At	2	Root	Single	3	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	136	0
tub4.Root.4P.XXX.Y1	B5-86	1	Germany	Tub4	GE5	At	2	Root	Pooled	4	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	137	14
tub4.Root.4P.XXX.Y2	B5-77	12	Germany	Tub4	GE5	At	1	Root	Pooled	4	Second	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	135	0
tub4.Root.4P.XXX.Y3	B5-48	14	Germany	Tub4	GE5	At	1	Root	Pooled	4	Third	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	118	155
tub4.Root.4S.XXX.Y1	B5-82	1	Germany	Tub4	GE5	At	2	Root	Single	4	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	141	28
tub4.Root.N1.XXX.Y1	B5-87	1	Germany	Tub4	GE5	Neighbor	2	Root	Neighbor	1	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	104	26
tub4.Root.N1.XXX.Y2	B5-78	12	Germany	Tub4	GE5	Neighbor	1	Root	Neighbor	1	Second	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	461	171
tub4.Root.N2.XXX.Y1	B5-88	1	Germany	Tub4	GE5	Neighbor	2	Root	Neighbor	2	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	116	34
tub4.Root.N3.XXX.Y1	B5-89	1	Germany	Tub4	GE5	Neighbor	2	Root	Neighbor	3	First	Loam	7.3	23.5	1.5	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	178	33
tub4.RP.1P.XXX.Y1	B5-60	1	Germany	Tub4	GE5	At	2	RP	Pooled	1	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	254	158
tub4.RP.1P.XXX.Y3	B5-37	14	Germany	Tub4	GE5	At	1	RP	Pooled	1	Third	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	304	141
tub4.RP.1S.XXX.Y1	B5-56	1	Germany	Tub4	GE5	At	2	RP	Single	1	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	0	0
tub4.RP.2P.XXX.Y1	B5-61	1	Germany	Tub4	GE5	At	2	RP	Pooled	2	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	232	155
tub4.RP.2P.XXX.Y2	B5-67	12	Germany	Tub4	GE5	At	1	RP	Pooled	2	Second	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	243	106
tub4.RP.2P.XXX.Y3	B5-38	14	Germany	Tub4	GE5	At	1	RP	Pooled	2	Third	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	333	0
tub4.RP.2S.XXX.Y1	B5-57	1	Germany	Tub4	GE5	At	2	RP	Single	2	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	0	0
tub4.RP.3P.XXX.Y1	B5-62	1	Germany	Tub4	GE5	At	2	RP	Pooled	3	First	Loam	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	yes	48.5563	9.1349	292	196
