Barcodename	Run	Country	Site_old	Site	Species	Processingdays	Fraction	Sampletype	Replicate	Experiment	Soiltype	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	included	latitude	longitude	bac_obs	fun_obs
tou2.RS.4P.XXX.Y1	B5-30	6	France	Tou2	FR2	At	2	RS	Pooled	4	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	431	231
tou2.RS.4P.XXX.Y2	B5-34	11	France	Tou2	FR2	At	0	RS	Pooled	4	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	426	99
tou2.RS.4S.XXX.Y1	B5-26	6	France	Tou2	FR2	At	2	RS	Single	4	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	469	212
tou2.RS.N1.XXX.Y1	B5-31	6	France	Tou2	FR2	Neighbor	2	RS	Neighbor	1	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	410	255
tou2.RS.N1.XXX.Y2	B5-35	11	France	Tou2	FR2	Neighbor	0	RS	Neighbor	1	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	425	132
tou2.RS.N2.XXX.Y1	B5-32	6	France	Tou2	FR2	Neighbor	2	RS	Neighbor	2	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	381	223
tou2.RS.N3.XXX.Y1	B5-33	6	France	Tou2	FR2	Neighbor	2	RS	Neighbor	3	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	416	0
tou2.Soil.1P.XXX.Y1	B5-5	6	France	Tou2	FR2	At	2	Soil	Pooled	1	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	462	263
tou2.Soil.1P.XXX.Y2	B5-21	11	France	Tou2	FR2	At	0	Soil	Pooled	1	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	423	170
tou2.Soil.1S.XXX.Y1	B5-1	6	France	Tou2	FR2	At	2	Soil	Single	1	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	447	272
tou2.Soil.2P.XXX.Y1	B5-6	6	France	Tou2	FR2	At	2	Soil	Pooled	2	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	442	233
tou2.Soil.2P.XXX.Y2	B5-22	11	France	Tou2	FR2	At	0	Soil	Pooled	2	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	433	126
tou2.Soil.2S.XXX.Y1	B5-2	6	France	Tou2	FR2	At	2	Soil	Single	2	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	422	187
tou2.Soil.3P.XXX.Y1	B5-7	6	France	Tou2	FR2	At	2	Soil	Pooled	3	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	458	260
tou2.Soil.3P.XXX.Y2	B5-23	11	France	Tou2	FR2	At	0	Soil	Pooled	3	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	381	45
tou2.Soil.3S.XXX.Y1	B5-3	6	France	Tou2	FR2	At	2	Soil	Single	3	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	450	246
tou2.Soil.4P.XXX.Y1	B5-8	6	France	Tou2	FR2	At	2	Soil	Pooled	4	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	456	250
tou2.Soil.4P.XXX.Y2	B5-24	11	France	Tou2	FR2	At	0	Soil	Pooled	4	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	428	94
tou2.Soil.4S.XXX.Y1	B5-4	6	France	Tou2	FR2	At	2	Soil	Single	4	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	434	248
tou2.Soil.N1.XXX.Y1	B5-9	6	France	Tou2	FR2	Neighbor	2	Soil	Neighbor	1	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	459	242
tou2.Soil.N1.XXX.Y2	B5-25	11	France	Tou2	FR2	Neighbor	0	Soil	Neighbor	1	Second	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	406	122
tou2.Soil.N2.XXX.Y1	B5-10	6	France	Tou2	FR2	Neighbor	2	Soil	Neighbor	2	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	477	235
tou2.Soil.N3.XXX.Y1	B5-11	6	France	Tou2	FR2	Neighbor	2	Soil	Neighbor	3	First	SandyLoam	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	yes	43.3122	1.5150	0	226
tub2.Root.1P.XXX.Y1	B5-82	3	Germany	Tub2	GE3	At	1	Root	Pooled	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	285	88
tub2.Root.1P.XXX.Y2	B5-81	10	Germany	Tub2	GE3	At	1	Root	Pooled	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	0	0
tub2.Root.1P.XXX.Y3	B5-13	14	Germany	Tub2	GE3	At	1	Root	Pooled	1	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	329	95
tub2.Root.1S.XXX.Y1	B5-78	3	Germany	Tub2	GE3	At	1	Root	Single	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	259	128
tub2.Root.2P.XXX.Y1	B5-83	3	Germany	Tub2	GE3	At	1	Root	Pooled	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	240	72
tub2.Root.2P.XXX.Y2	B5-82	10	Germany	Tub2	GE3	At	1	Root	Pooled	2	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	140	34
tub2.Root.2P.XXX.Y3	B5-14	14	Germany	Tub2	GE3	At	1	Root	Pooled	2	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	121	154
tub2.Root.2S.XXX.Y1	B5-79	3	Germany	Tub2	GE3	At	1	Root	Single	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	311	61
tub2.Root.3P.XXX.Y1	B5-84	3	Germany	Tub2	GE3	At	1	Root	Pooled	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	278	77
tub2.Root.3P.XXX.Y2	B5-83	10	Germany	Tub2	GE3	At	1	Root	Pooled	3	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	82	0
tub2.Root.3P.XXX.Y3	B5-15	14	Germany	Tub2	GE3	At	1	Root	Pooled	3	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	171	152
tub2.Root.3S.XXX.Y1	B5-80	3	Germany	Tub2	GE3	At	1	Root	Single	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	258	109
tub2.Root.4P.XXX.Y1	B5-85	3	Germany	Tub2	GE3	At	1	Root	Pooled	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	271	78
tub2.Root.4P.XXX.Y2	B5-84	10	Germany	Tub2	GE3	At	1	Root	Pooled	4	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	0	0
tub2.Root.4P.XXX.Y3	B5-16	14	Germany	Tub2	GE3	At	1	Root	Pooled	4	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	312	144
tub2.Root.4S.XXX.Y1	B5-81	3	Germany	Tub2	GE3	At	1	Root	Single	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	322	152
tub2.Root.N1.XXX.Y1	B5-86	3	Germany	Tub2	GE3	Neighbor	1	Root	Neighbor	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	68	175
tub2.Root.N1.XXX.Y2	B5-85	10	Germany	Tub2	GE3	Neighbor	1	Root	Neighbor	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	0	0
tub2.Root.N2.XXX.Y1	B5-87	3	Germany	Tub2	GE3	Neighbor	1	Root	Neighbor	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	95	150
tub2.Root.N3.XXX.Y1	B5-88	3	Germany	Tub2	GE3	Neighbor	1	Root	Neighbor	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	259	246
tub2.RP.1P.XXX.Y1	B5-60	3	Germany	Tub2	GE3	At	1	RP	Pooled	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	325	98
tub2.RP.1P.XXX.Y2	B5-61	10	Germany	Tub2	GE3	At	1	RP	Pooled	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	202	16
tub2.RP.1P.XXX.Y3	B5-5	14	Germany	Tub2	GE3	At	1	RP	Pooled	1	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	357	0
tub2.RP.1S.XXX.Y1	B5-56	3	Germany	Tub2	GE3	At	1	RP	Single	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	403	0
tub2.RP.2P.XXX.Y1	B5-61	3	Germany	Tub2	GE3	At	1	RP	Pooled	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	274	39
tub2.RP.2P.XXX.Y2	B5-62	10	Germany	Tub2	GE3	At	1	RP	Pooled	2	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	165	27
tub2.RP.2P.XXX.Y3	B5-6	14	Germany	Tub2	GE3	At	1	RP	Pooled	2	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	309	0
tub2.RP.2S.XXX.Y1	B5-57	3	Germany	Tub2	GE3	At	1	RP	Single	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	367	0
tub2.RP.3P.XXX.Y1	B5-62	3	Germany	Tub2	GE3	At	1	RP	Pooled	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	297	54
tub2.RP.3P.XXX.Y2	B5-63	10	Germany	Tub2	GE3	At	1	RP	Pooled	3	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	237	31
tub2.RP.3P.XXX.Y3	B5-7	14	Germany	Tub2	GE3	At	1	RP	Pooled	3	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	344	0
tub2.RP.3S.XXX.Y1	B5-58	3	Germany	Tub2	GE3	At	1	RP	Single	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	322	69
tub2.RP.4P.XXX.Y1	B5-63	3	Germany	Tub2	GE3	At	1	RP	Pooled	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	305	64
tub2.RP.4P.XXX.Y2	B5-64	10	Germany	Tub2	GE3	At	1	RP	Pooled	4	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	188	15
tub2.RP.4P.XXX.Y3	B5-8	14	Germany	Tub2	GE3	At	1	RP	Pooled	4	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	340	0
tub2.RP.4S.XXX.Y1	B5-59	3	Germany	Tub2	GE3	At	1	RP	Single	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	0	224
tub2.RP.N1.XXX.Y1	B5-64	3	Germany	Tub2	GE3	Neighbor	1	RP	Neighbor	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	368	0
tub2.RP.N1.XXX.Y2	B5-65	10	Germany	Tub2	GE3	Neighbor	1	RP	Neighbor	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	202	0
tub2.RP.N2.XXX.Y1	B5-65	3	Germany	Tub2	GE3	Neighbor	1	RP	Neighbor	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	0	0
tub2.RP.N3.XXX.Y1	B5-66	3	Germany	Tub2	GE3	Neighbor	1	RP	Neighbor	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	328	178
tub2.RS.1P.XXX.Y1	B5-71	3	Germany	Tub2	GE3	At	1	RS	Pooled	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	430	157
tub2.RS.1P.XXX.Y2	B5-71	10	Germany	Tub2	GE3	At	1	RS	Pooled	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	413	157
tub2.RS.1P.XXX.Y3	B5-9	14	Germany	Tub2	GE3	At	1	RS	Pooled	1	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	492	196
tub2.RS.1S.XXX.Y1	B5-67	3	Germany	Tub2	GE3	At	1	RS	Single	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	377	259
tub2.RS.2P.XXX.Y1	B5-72	3	Germany	Tub2	GE3	At	1	RS	Pooled	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	429	243
tub2.RS.2P.XXX.Y2	B5-72	10	Germany	Tub2	GE3	At	1	RS	Pooled	2	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	438	155
tub2.RS.2P.XXX.Y3	B5-10	14	Germany	Tub2	GE3	At	1	RS	Pooled	2	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	460	198
tub2.RS.2S.XXX.Y1	B5-68	3	Germany	Tub2	GE3	At	1	RS	Single	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	393	290
tub2.RS.3P.XXX.Y1	B5-73	3	Germany	Tub2	GE3	At	1	RS	Pooled	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	416	231
tub2.RS.3P.XXX.Y2	B5-73	10	Germany	Tub2	GE3	At	1	RS	Pooled	3	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	428	129
tub2.RS.3P.XXX.Y3	B5-11	14	Germany	Tub2	GE3	At	1	RS	Pooled	3	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	446	165
tub2.RS.3S.XXX.Y1	B5-69	3	Germany	Tub2	GE3	At	1	RS	Single	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	432	271
tub2.RS.4P.XXX.Y1	B5-74	3	Germany	Tub2	GE3	At	1	RS	Pooled	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	415	220
tub2.RS.4P.XXX.Y2	B5-74	10	Germany	Tub2	GE3	At	1	RS	Pooled	4	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	415	215
tub2.RS.4P.XXX.Y3	B5-12	14	Germany	Tub2	GE3	At	1	RS	Pooled	4	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	450	204
tub2.RS.4S.XXX.Y1	B5-70	3	Germany	Tub2	GE3	At	1	RS	Single	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	443	246
tub2.RS.N1.XXX.Y2	B5-75	10	Germany	Tub2	GE3	Neighbor	1	RS	Neighbor	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	424	196
tub2.RS.N2.XXX.Y1	B5-76	3	Germany	Tub2	GE3	Neighbor	1	RS	Neighbor	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	424	245
tub2.RS.N3.XXX.Y1	B5-77	3	Germany	Tub2	GE3	Neighbor	1	RS	Neighbor	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	416	249
tub2.Soil.1P.XXX.Y1	B5-49	3	Germany	Tub2	GE3	At	1	Soil	Pooled	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	447	289
tub2.Soil.1P.XXX.Y2	B5-51	10	Germany	Tub2	GE3	At	1	Soil	Pooled	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	431	167
tub2.Soil.1P.XXX.Y3	B5-1	14	Germany	Tub2	GE3	At	1	Soil	Pooled	1	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	460	279
tub2.Soil.1S.XXX.Y1	B5-45	3	Germany	Tub2	GE3	At	1	Soil	Single	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	426	247
tub2.Soil.2P.XXX.Y1	B5-50	3	Germany	Tub2	GE3	At	1	Soil	Pooled	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	471	303
tub2.Soil.2P.XXX.Y2	B5-52	10	Germany	Tub2	GE3	At	1	Soil	Pooled	2	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	421	235
tub2.Soil.2P.XXX.Y3	B5-2	14	Germany	Tub2	GE3	At	1	Soil	Pooled	2	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	460	271
tub2.Soil.2S.XXX.Y1	B5-46	3	Germany	Tub2	GE3	At	1	Soil	Single	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	406	296
tub2.Soil.3P.XXX.Y1	B5-51	3	Germany	Tub2	GE3	At	1	Soil	Pooled	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	441	259
tub2.Soil.3P.XXX.Y2	B5-53	10	Germany	Tub2	GE3	At	1	Soil	Pooled	3	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	419	253
tub2.Soil.3P.XXX.Y3	B5-3	14	Germany	Tub2	GE3	At	1	Soil	Pooled	3	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	415	231
tub2.Soil.3S.XXX.Y1	B5-47	3	Germany	Tub2	GE3	At	1	Soil	Single	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	459	298
tub2.Soil.4P.XXX.Y1	B5-52	3	Germany	Tub2	GE3	At	1	Soil	Pooled	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	456	245
tub2.Soil.4P.XXX.Y2	B5-54	10	Germany	Tub2	GE3	At	1	Soil	Pooled	4	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	375	210
tub2.Soil.4P.XXX.Y3	B5-4	14	Germany	Tub2	GE3	At	1	Soil	Pooled	4	Third	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	437	271
tub2.Soil.4S.XXX.Y1	B5-48	3	Germany	Tub2	GE3	At	1	Soil	Single	4	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	442	270
tub2.Soil.N1.XXX.Y1	B5-53	3	Germany	Tub2	GE3	Neighbor	1	Soil	Neighbor	1	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	411	290
tub2.Soil.N1.XXX.Y2	B5-55	10	Germany	Tub2	GE3	Neighbor	1	Soil	Neighbor	1	Second	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	389	139
tub2.Soil.N2.XXX.Y1	B5-54	3	Germany	Tub2	GE3	Neighbor	1	Soil	Neighbor	2	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	450	240
tub2.Soil.N3.XXX.Y1	B5-55	3	Germany	Tub2	GE3	Neighbor	1	Soil	Neighbor	3	First	Loam	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	yes	48.5419	9.09256	458	264
tub3.Root.1P.XXX.Y1	B5-38	3	Germany	Tub3	GE4	At	1	Root	Pooled	1	First	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	0	37
tub3.Root.1P.XXX.Y2	B5-16	11	Germany	Tub3	GE4	At	1	Root	Pooled	1	Second	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	119	31
tub3.Root.1P.XXX.Y3	B5-29	14	Germany	Tub3	GE4	At	1	Root	Pooled	1	Third	Loam	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	yes	48.56261	9.11195	65	114
