	Site	Species	Fraction	Sampletype	Experiment	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	latitude	longitude
tub2.RS.4S.V5.Y1	GE3	At	RS	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.N1.V5.Y2	GE3	Neighbor	RS	Neighbor	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.N2.V5.Y1	GE3	Neighbor	RS	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.N3.V5.Y1	GE3	Neighbor	RS	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.1P.V5.Y1	GE3	At	Soil	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.1P.V5.Y2	GE3	At	Soil	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.1P.V5.Y3	GE3	At	Soil	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.1S.V5.Y1	GE3	At	Soil	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.2P.V5.Y1	GE3	At	Soil	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.2P.V5.Y2	GE3	At	Soil	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.2P.V5.Y3	GE3	At	Soil	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.2S.V5.Y1	GE3	At	Soil	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.3P.V5.Y1	GE3	At	Soil	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.3P.V5.Y2	GE3	At	Soil	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.3P.V5.Y3	GE3	At	Soil	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.3S.V5.Y1	GE3	At	Soil	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.4P.V5.Y1	GE3	At	Soil	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.4P.V5.Y2	GE3	At	Soil	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.4P.V5.Y3	GE3	At	Soil	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.4S.V5.Y1	GE3	At	Soil	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.N1.V5.Y1	GE3	Neighbor	Soil	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.N1.V5.Y2	GE3	Neighbor	Soil	Neighbor	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.N2.V5.Y1	GE3	Neighbor	Soil	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Soil.N3.V5.Y1	GE3	Neighbor	Soil	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub3.Root.1P.V5.Y1	GE4	At	Root	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.1P.V5.Y2	GE4	At	Root	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.1P.V5.Y3	GE4	At	Root	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.1S.V5.Y1	GE4	At	Root	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.2P.V5.Y1	GE4	At	Root	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.2P.V5.Y2	GE4	At	Root	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.2P.V5.Y3	GE4	At	Root	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.2S.V5.Y1	GE4	At	Root	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.3P.V5.Y1	GE4	At	Root	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.3P.V5.Y2	GE4	At	Root	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.3P.V5.Y3	GE4	At	Root	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.3S.V5.Y1	GE4	At	Root	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.4P.V5.Y1	GE4	At	Root	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.4P.V5.Y2	GE4	At	Root	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.4P.V5.Y3	GE4	At	Root	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.4S.V5.Y1	GE4	At	Root	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.N1.V5.Y1	GE4	Neighbor	Root	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.N1.V5.Y2	GE4	Neighbor	Root	Neighbor	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.N2.V5.Y1	GE4	Neighbor	Root	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Root.N3.V5.Y1	GE4	Neighbor	Root	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.1P.V5.Y1	GE4	At	RP	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.1P.V5.Y2	GE4	At	RP	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.1P.V5.Y3	GE4	At	RP	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.1S.V5.Y1	GE4	At	RP	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.2P.V5.Y2	GE4	At	RP	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.2P.V5.Y3	GE4	At	RP	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.2S.V5.Y1	GE4	At	RP	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.3P.V5.Y1	GE4	At	RP	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.3P.V5.Y2	GE4	At	RP	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.3P.V5.Y3	GE4	At	RP	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.3S.V5.Y1	GE4	At	RP	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.4P.V5.Y1	GE4	At	RP	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.4P.V5.Y2	GE4	At	RP	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.4P.V5.Y3	GE4	At	RP	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.4S.V5.Y1	GE4	At	RP	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.N1.V5.Y1	GE4	Neighbor	RP	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.N1.V5.Y2	GE4	Neighbor	RP	Neighbor	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.N2.V5.Y1	GE4	Neighbor	RP	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RP.N3.V5.Y1	GE4	Neighbor	RP	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.1P.V5.Y1	GE4	At	RS	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.1P.V5.Y2	GE4	At	RS	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.1P.V5.Y3	GE4	At	RS	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.1S.V5.Y1	GE4	At	RS	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.2P.V5.Y1	GE4	At	RS	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.2P.V5.Y2	GE4	At	RS	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.2P.V5.Y3	GE4	At	RS	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.2S.V5.Y1	GE4	At	RS	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.3P.V5.Y1	GE4	At	RS	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.3P.V5.Y2	GE4	At	RS	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.3P.V5.Y3	GE4	At	RS	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.3S.V5.Y1	GE4	At	RS	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.4P.V5.Y1	GE4	At	RS	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.4P.V5.Y2	GE4	At	RS	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.4P.V5.Y3	GE4	At	RS	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.4S.V5.Y1	GE4	At	RS	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.N1.V5.Y1	GE4	Neighbor	RS	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.N1.V5.Y2	GE4	Neighbor	RS	Neighbor	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.N2.V5.Y1	GE4	Neighbor	RS	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.RS.N3.V5.Y1	GE4	Neighbor	RS	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.1P.V5.Y1	GE4	At	Soil	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.1P.V5.Y2	GE4	At	Soil	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.1P.V5.Y3	GE4	At	Soil	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.1S.V5.Y1	GE4	At	Soil	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.2P.V5.Y1	GE4	At	Soil	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.2P.V5.Y2	GE4	At	Soil	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.2P.V5.Y3	GE4	At	Soil	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.2S.V5.Y1	GE4	At	Soil	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.3P.V5.Y1	GE4	At	Soil	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.3P.V5.Y2	GE4	At	Soil	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.3P.V5.Y3	GE4	At	Soil	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.3S.V5.Y1	GE4	At	Soil	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.4P.V5.Y1	GE4	At	Soil	Pooled	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.4P.V5.Y2	GE4	At	Soil	Pooled	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.4P.V5.Y3	GE4	At	Soil	Pooled	Third	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.4S.V5.Y1	GE4	At	Soil	Single	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.N1.V5.Y1	GE4	Neighbor	Soil	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.N1.V5.Y2	GE4	Neighbor	Soil	Neighbor	Second	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.N2.V5.Y1	GE4	Neighbor	Soil	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub3.Soil.N3.V5.Y1	GE4	Neighbor	Soil	Neighbor	First	6.3	30.1	2.3	13.3	69.9	10.2	19.8	136.6	2323	182.9	0.3	233	3.9	293	9	88.5	48.56261	9.11195
tub4.Root.1P.V5.Y1	GE5	At	Root	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.1P.V5.Y2	GE5	At	Root	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.1P.V5.Y3	GE5	At	Root	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.1S.V5.Y1	GE5	At	Root	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.2P.V5.Y1	GE5	At	Root	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.2P.V5.Y2	GE5	At	Root	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.2P.V5.Y3	GE5	At	Root	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.2S.V5.Y1	GE5	At	Root	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.3P.V5.Y1	GE5	At	Root	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.3P.V5.Y2	GE5	At	Root	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.3P.V5.Y3	GE5	At	Root	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.3S.V5.Y1	GE5	At	Root	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.4P.V5.Y1	GE5	At	Root	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.4P.V5.Y2	GE5	At	Root	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.4P.V5.Y3	GE5	At	Root	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.4S.V5.Y1	GE5	At	Root	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.N1.V5.Y1	GE5	Neighbor	Root	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.N1.V5.Y2	GE5	Neighbor	Root	Neighbor	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.N2.V5.Y1	GE5	Neighbor	Root	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Root.N3.V5.Y1	GE5	Neighbor	Root	Neighbor	First	7.3	23.5	1.5	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.1P.V5.Y1	GE5	At	RP	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.1P.V5.Y3	GE5	At	RP	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.1S.V5.Y1	GE5	At	RP	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.2P.V5.Y1	GE5	At	RP	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.2P.V5.Y2	GE5	At	RP	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.2P.V5.Y3	GE5	At	RP	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.2S.V5.Y1	GE5	At	RP	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.3P.V5.Y1	GE5	At	RP	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.3P.V5.Y2	GE5	At	RP	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.3P.V5.Y3	GE5	At	RP	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.3S.V5.Y1	GE5	At	RP	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.4P.V5.Y1	GE5	At	RP	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.4P.V5.Y2	GE5	At	RP	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.4P.V5.Y3	GE5	At	RP	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.4S.V5.Y1	GE5	At	RP	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
