	Site	Species	Fraction	Sampletype	Experiment	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	latitude	longitude
geyen.Root.1P.V5.Y1	GE2	At	Root	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.1S.V5.Y1	GE2	At	Root	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.2P.V5.Y1	GE2	At	Root	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.2S.V5.Y1	GE2	At	Root	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.3P.V5.Y1	GE2	At	Root	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.3S.V5.Y1	GE2	At	Root	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.4P.V5.Y1	GE2	At	Root	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.4S.V5.Y1	GE2	At	Root	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.N1.V5.Y1	GE2	Neighbor	Root	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.N2.V5.Y1	GE2	Neighbor	Root	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Root.N3.V5.Y1	GE2	Neighbor	Root	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.1P.V5.Y1	GE2	At	RP	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.2P.V5.Y1	GE2	At	RP	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.2S.V5.Y1	GE2	At	RP	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.3P.V5.Y1	GE2	At	RP	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.3S.V5.Y1	GE2	At	RP	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.4P.V5.Y1	GE2	At	RP	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.N1.V5.Y1	GE2	Neighbor	RP	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.N2.V5.Y1	GE2	Neighbor	RP	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RP.N3.V5.Y1	GE2	Neighbor	RP	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.1P.V5.Y1	GE2	At	RS	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.1S.V5.Y1	GE2	At	RS	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.2P.V5.Y1	GE2	At	RS	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.2S.V5.Y1	GE2	At	RS	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.3P.V5.Y1	GE2	At	RS	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.3S.V5.Y1	GE2	At	RS	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.4P.V5.Y1	GE2	At	RS	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.4S.V5.Y1	GE2	At	RS	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.N1.V5.Y1	GE2	Neighbor	RS	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.N2.V5.Y1	GE2	Neighbor	RS	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.RS.N3.V5.Y1	GE2	Neighbor	RS	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.1P.V5.Y1	GE2	At	Soil	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.1S.V5.Y1	GE2	At	Soil	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.2P.V5.Y1	GE2	At	Soil	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.2S.V5.Y1	GE2	At	Soil	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.3P.V5.Y1	GE2	At	Soil	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.3S.V5.Y1	GE2	At	Soil	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.4P.V5.Y1	GE2	At	Soil	Pooled	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.4S.V5.Y1	GE2	At	Soil	Single	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.N1.V5.Y1	GE2	Neighbor	Soil	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.N2.V5.Y1	GE2	Neighbor	Soil	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
geyen.Soil.N3.V5.Y1	GE2	Neighbor	Soil	Neighbor	First	6.5	15.7	19.3	29.9	46.3	7.8	117.2	162.5	1505	97.7	0.3	220	3.5	321	12.07	79.9	50.978847	6.792978
ham.Root.1P.V5.Y1	GE6	At	Root	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.1S.V5.Y1	GE6	At	Root	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.2P.V5.Y1	GE6	At	Root	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.2S.V5.Y1	GE6	At	Root	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.3P.V5.Y1	GE6	At	Root	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.3S.V5.Y1	GE6	At	Root	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.4P.V5.Y1	GE6	At	Root	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.4S.V5.Y1	GE6	At	Root	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.N1.V5.Y1	GE6	Neighbor	Root	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.N2.V5.Y1	GE6	Neighbor	Root	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Root.N3.V5.Y1	GE6	Neighbor	Root	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RP.1P.V5.Y1	GE6	At	RP	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RP.4P.V5.Y1	GE6	At	RP	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RP.4S.V5.Y1	GE6	At	RP	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RP.N1.V5.Y1	GE6	Neighbor	RP	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RP.N2.V5.Y1	GE6	Neighbor	RP	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RP.N3.V5.Y1	GE6	Neighbor	RP	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.1P.V5.Y1	GE6	At	RS	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.1S.V5.Y1	GE6	At	RS	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.2P.V5.Y1	GE6	At	RS	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.2S.V5.Y1	GE6	At	RS	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.3P.V5.Y1	GE6	At	RS	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.3S.V5.Y1	GE6	At	RS	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.4P.V5.Y1	GE6	At	RS	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.4S.V5.Y1	GE6	At	RS	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.N1.V5.Y1	GE6	Neighbor	RS	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.N2.V5.Y1	GE6	Neighbor	RS	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.RS.N3.V5.Y1	GE6	Neighbor	RS	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.1P.V5.Y1	GE6	At	Soil	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.1S.V5.Y1	GE6	At	Soil	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.2P.V5.Y1	GE6	At	Soil	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.2S.V5.Y1	GE6	At	Soil	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.3P.V5.Y1	GE6	At	Soil	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.3S.V5.Y1	GE6	At	Soil	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.4P.V5.Y1	GE6	At	Soil	Pooled	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.4S.V5.Y1	GE6	At	Soil	Single	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.N1.V5.Y1	GE6	Neighbor	Soil	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.N2.V5.Y1	GE6	Neighbor	Soil	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
ham.Soil.N3.V5.Y1	GE6	Neighbor	Soil	Neighbor	First	7	3.7	3.1	3.8	34.6	2.5	45.1	60.9	2499	112	0.3	25	18.5	150	10.8	81.6	53.34415	9.52255
pulh.Root.1P.V5.Y1	GE1	At	Root	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.1P.V5.Y2	GE1	At	Root	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.1P.V5.Y3	GE1	At	Root	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.1S.V5.Y1	GE1	At	Root	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.2P.V5.Y1	GE1	At	Root	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.2P.V5.Y2	GE1	At	Root	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.2P.V5.Y3	GE1	At	Root	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.2S.V5.Y1	GE1	At	Root	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.3P.V5.Y1	GE1	At	Root	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.3P.V5.Y2	GE1	At	Root	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.3P.V5.Y3	GE1	At	Root	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.3S.V5.Y1	GE1	At	Root	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.4P.V5.Y1	GE1	At	Root	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.4P.V5.Y2	GE1	At	Root	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.4P.V5.Y3	GE1	At	Root	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.4S.V5.Y1	GE1	At	Root	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.N1.V5.Y1	GE1	Neighbor	Root	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.N1.V5.Y2	GE1	Neighbor	Root	Neighbor	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.N2.V5.Y1	GE1	Neighbor	Root	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Root.N3.V5.Y1	GE1	Neighbor	Root	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.1P.V5.Y1	GE1	At	RP	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.1P.V5.Y2	GE1	At	RP	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.1P.V5.Y3	GE1	At	RP	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.1S.V5.Y1	GE1	At	RP	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.2P.V5.Y1	GE1	At	RP	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.2P.V5.Y2	GE1	At	RP	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.2P.V5.Y3	GE1	At	RP	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.2S.V5.Y1	GE1	At	RP	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.3P.V5.Y1	GE1	At	RP	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.3P.V5.Y2	GE1	At	RP	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.3P.V5.Y3	GE1	At	RP	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.3S.V5.Y1	GE1	At	RP	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.4P.V5.Y1	GE1	At	RP	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.4P.V5.Y2	GE1	At	RP	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.4P.V5.Y3	GE1	At	RP	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.4S.V5.Y1	GE1	At	RP	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.N1.V5.Y1	GE1	Neighbor	RP	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.N1.V5.Y2	GE1	Neighbor	RP	Neighbor	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.N2.V5.Y1	GE1	Neighbor	RP	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RP.N3.V5.Y1	GE1	Neighbor	RP	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.1P.V5.Y1	GE1	At	RS	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.1P.V5.Y2	GE1	At	RS	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.1P.V5.Y3	GE1	At	RS	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.1S.V5.Y1	GE1	At	RS	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.2P.V5.Y1	GE1	At	RS	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.2P.V5.Y2	GE1	At	RS	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.2P.V5.Y3	GE1	At	RS	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.2S.V5.Y1	GE1	At	RS	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.3P.V5.Y1	GE1	At	RS	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.3P.V5.Y2	GE1	At	RS	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.3P.V5.Y3	GE1	At	RS	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.3S.V5.Y1	GE1	At	RS	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.4P.V5.Y1	GE1	At	RS	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.4P.V5.Y2	GE1	At	RS	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.4P.V5.Y3	GE1	At	RS	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.4S.V5.Y1	GE1	At	RS	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.N1.V5.Y1	GE1	Neighbor	RS	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
